pr_number,title,draft,base_branch,head_branch,base_sha,head_sha,merge_base_main,commit_count,changed_files_count,module,target_is_main,head_branch_exists,all_commits_in_main,patch_equivalent_in_main,diff_against_main,stack_parent_pr,stack_tip_pr,merge_conflict_status,ci_status,preliminary_classification,confidence,evidence,recommended_next_review
853,feat(workflows): WorkflowRun/ActionRun runtime status foundation (Phase 3 Prompt 12),true,main,cursor/workflow-runtime-status-2a81,581ee4008725ef77afde8f60eeec666c4dbb56c2,27ac36ad1ce4c98ba6d7d73088cde6cefcf030c2,e8f758db42ae5ea731fc4d863358310b48ec212a,4,32,workflow-automation,true,true,false,false,NON_EMPTY,851,857,UNKNOWN,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/4 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=4, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (32 paths) | GitHub target diff: 32 files, +6867/-650 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 182 open ancestors, 4 open descendants; base=main | file overlap: 32 paths overlap 576 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
854,feat(workflows): immutable execution snapshot at run start (Phase 3 Prompt 13),true,main,cursor/workflow-execution-snapshot-2a81,581ee4008725ef77afde8f60eeec666c4dbb56c2,e9da77b114f4f22ad30d995a6737e7a8e4a2188d,e8f758db42ae5ea731fc4d863358310b48ec212a,5,42,workflow-automation,true,true,false,false,NON_EMPTY,853,857,UNKNOWN,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/5 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=5, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (42 paths) | GitHub target diff: 42 files, +8022/-650 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 183 open ancestors, 3 open descendants; base=main | file overlap: 42 paths overlap 576 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
855,feat(workflows): central versioned domain event registry (Phase 4 Prompt 14),true,main,cursor/workflow-domain-event-registry-2a81,ed742a0eb697487230723a0cf4ff59ed111da207,032f336e6f3f6ae19daa9e786b5285863dbcf49c,e8f758db42ae5ea731fc4d863358310b48ec212a,6,53,workflow-automation,true,true,false,false,NON_EMPTY,854,857,UNKNOWN,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/6 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=6, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (53 paths) | GitHub target diff: 53 files, +9807/-682 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 184 open ancestors, 2 open descendants; base=main | file overlap: 53 paths overlap 576 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
856,feat(workflows): unified domain event envelope (Phase 4 Prompt 15),true,main,cursor/workflow-domain-event-envelope-2a81,ed742a0eb697487230723a0cf4ff59ed111da207,f7e3974c6f54df43caedda0399d6c3a78a38657a,e8f758db42ae5ea731fc4d863358310b48ec212a,7,63,workflow-automation,true,true,false,false,NON_EMPTY,855,857,UNKNOWN,NO_CHECKS_REPORTED,STACKED,HIGH,"commit reachability: 0/7 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=7, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (63 paths) | GitHub target diff: 63 files, +11044/-681 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 185 open ancestors, 1 open descendants; base=main | file overlap: 63 paths overlap 576 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
857,feat(workflows): transactional domain event outbox (Phase 4 Prompt 16),true,main,cursor/workflow-transactional-outbox-2a81,69a483f6566f36a3d77621fc4408eabd88685f5f,d6d801a8a9c08c487ac0b9008d6d17acb1d86a5e,e8f758db42ae5ea731fc4d863358310b48ec212a,8,77,cross-cutting,true,true,false,false,NON_EMPTY,856,857,UNKNOWN,NO_CHECKS_REPORTED,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/8 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=8, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (77 paths) | GitHub target diff: 77 files, +11937/-709 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 186 open ancestors, 0 open descendants; base=main | file overlap: 77 paths overlap 579 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
858,feat(workflows): workflow event outbox worker (Phase 4 Prompt 17),true,main,cursor/workflow-event-outbox-worker-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,e4d696e9ab76f402194693c9eb289d37f947f305,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,63,cross-cutting,true,true,false,false,NON_EMPTY,687,870,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (63 paths) | GitHub target diff: 63 files, +7121/-768 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 179 open ancestors, 12 open descendants; base=main | file overlap: 63 paths overlap 569 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
859,feat(workflows): wire priority domain event sources to transactional outbox (Phase 4 Prompt 18),true,main,cursor/workflow-domain-event-sources-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,3b077188f197657ac9ce451a3a9264b224b50d80,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,2,86,cross-cutting,true,true,false,false,NON_EMPTY,858,870,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/2 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=2, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (86 paths) | GitHub target diff: 86 files, +8588/-856 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 180 open ancestors, 11 open descendants; base=main | file overlap: 86 paths overlap 574 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
860,feat(workflows): canonical WorkflowMatcherService (Phase 5 Prompt 19),true,main,cursor/workflow-matcher-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,4d8618878e06d8b595f6455312308e6d2ba2c459,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,3,99,cross-cutting,true,true,false,false,NON_EMPTY,859,870,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/3 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=3, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (99 paths) | GitHub target diff: 99 files, +10602/-856 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 181 open ancestors, 10 open descendants; base=main | file overlap: 99 paths overlap 574 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
861,feat(workflows): persistent workflow run state machine (Phase 5 Prompt 20),true,cursor/workflow-matcher-2a81,cursor/workflow-run-state-machine-2a81,4d8618878e06d8b595f6455312308e6d2ba2c459,61cf4e45fdb7b2fb3a5e4af20bc67e876374daca,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,31,workflow-automation,false,true,false,false,NON_EMPTY,860,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (123 paths) | GitHub target diff: 31 files, +3134/-5 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 182 open ancestors, 9 open descendants; base=cursor/workflow-matcher-2a81 | file overlap: 31 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
862,feat(workflows): persistent idempotent action run executor (Phase 5 Prompt 21),true,cursor/workflow-run-state-machine-2a81,cursor/workflow-action-run-executor-2a81,61cf4e45fdb7b2fb3a5e4af20bc67e876374daca,93fac6e462a6c2650d60e4420d985ca13356aa80,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,16,workflow-automation,false,true,false,false,NON_EMPTY,861,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (130 paths) | GitHub target diff: 16 files, +1389/-141 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 183 open ancestors, 8 open descendants; base=cursor/workflow-run-state-machine-2a81 | file overlap: 16 paths overlap 273 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
863,feat(workflows): persistent approval pause-and-resume (Phase 5 Prompt 22),true,cursor/workflow-action-run-executor-2a81,cursor/workflow-approval-resume-2a81,93fac6e462a6c2650d60e4420d985ca13356aa80,556a58f93a38a8492cd99911f09e8de6a5d11fc8,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,22,cross-cutting,false,true,false,false,NON_EMPTY,862,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (142 paths) | GitHub target diff: 22 files, +1575/-13 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 184 open ancestors, 7 open descendants; base=cursor/workflow-action-run-executor-2a81 | file overlap: 22 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
864,"feat(workflows): cancellation, timeouts, and stale run recovery (Phase 5 Prompt 23)",true,cursor/workflow-approval-resume-2a81,cursor/workflow-cancellation-timeouts-2a81,556a58f93a38a8492cd99911f09e8de6a5d11fc8,afb227534ca47d65a97b67434a509ede00b2c564,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,22,workflow-automation,false,true,false,false,NON_EMPTY,863,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (151 paths) | GitHub target diff: 22 files, +1349/-14 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 185 open ancestors, 6 open descendants; base=cursor/workflow-approval-resume-2a81 | file overlap: 22 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
865,feat(workflows): error strategies and partial failure model (Phase 5 Prompt 24),true,cursor/workflow-cancellation-timeouts-2a81,cursor/workflow-error-strategies-2a81,afb227534ca47d65a97b67434a509ede00b2c564,e3fe1513e6931e58f30b41138bba37ea694146a1,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,30,workflow-automation,false,true,false,false,NON_EMPTY,864,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (161 paths) | GitHub target diff: 30 files, +1209/-36 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 186 open ancestors, 5 open descendants; base=cursor/workflow-cancellation-timeouts-2a81 | file overlap: 30 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
866,feat(workflows): strictly typed condition engine (Phase 6 Prompt 25),true,cursor/workflow-error-strategies-2a81,cursor/workflow-condition-engine-2a81,e3fe1513e6931e58f30b41138bba37ea694146a1,14eb5aa433fe2b0c231476a251c478e596ba6c2b,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,16,workflow-automation,false,true,false,false,NON_EMPTY,865,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (173 paths) | GitHub target diff: 16 files, +1217/-119 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 187 open ancestors, 4 open descendants; base=cursor/workflow-error-strategies-2a81 | file overlap: 16 paths overlap 544 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
867,feat(workflows): nested condition tree engine (Phase 6 Prompt 26),true,cursor/workflow-condition-engine-2a81,cursor/workflow-condition-tree-2a81,14eb5aa433fe2b0c231476a251c478e596ba6c2b,d571a8491eb3cf15af7e24762cb90ac0e4a71424,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,20,cross-cutting,false,true,false,false,NON_EMPTY,866,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (182 paths) | GitHub target diff: 20 files, +1495/-273 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 188 open ancestors, 3 open descendants; base=cursor/workflow-condition-engine-2a81 | file overlap: 20 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
868,feat(workflows): condition operator matrix (Phase 6 Prompt 27),true,cursor/workflow-condition-tree-2a81,cursor/workflow-condition-operators-2a81,d571a8491eb3cf15af7e24762cb90ac0e4a71424,f69bfbe65bda93235bfbaf7b38a895adca4c1382,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,11,workflow-automation,false,true,false,false,NON_EMPTY,867,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (185 paths) | GitHub target diff: 11 files, +1013/-182 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 189 open ancestors, 2 open descendants; base=cursor/workflow-condition-tree-2a81 | file overlap: 11 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
869,feat(workflows): durable timers & delay steps (Phase 6 Prompt 28),true,cursor/workflow-condition-operators-2a81,cursor/workflow-durable-timers-2a81,f69bfbe65bda93235bfbaf7b38a895adca4c1382,5c501567e23ac4fae97ce441ab3cad1ee315594d,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,1,22,cross-cutting,false,true,false,false,NON_EMPTY,868,870,NO_CONFLICT_REPORTED,FAILURE,STACKED,HIGH,"commit reachability: 0/1 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=1, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (195 paths) | GitHub target diff: 22 files, +1086/-18 | GitHub mergeability: MERGEABLE/UNSTABLE | branch ancestry: 190 open ancestors, 1 open descendants; base=cursor/workflow-condition-operators-2a81 | file overlap: 22 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
870,V4.9.839 — Workflow occurrence/action idempotency (Phase 6 Prompt 29),true,main,cursor/workflow-idempotency-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,a04bf52af43e265cfd6a17339c4a8bc33b3730fe,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,13,204,cross-cutting,true,true,false,false,NON_EMPTY,869,870,UNKNOWN,FAILURE,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/13 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=13, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (204 paths) | GitHub target diff: 204 files, +24470/-1030 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 191 open ancestors, 0 open descendants; base=main | file overlap: 195 paths overlap 574 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
871,V4.9.841 — Workflow production action adapters (Phase 7 Prompt 31),true,main,cursor/workflow-action-registry-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,ffe408b17174886d43b2761f60fc8eb75245d34f,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,3,36,cross-cutting,true,true,false,false,NON_EMPTY,687,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/3 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=3, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (36 paths) | GitHub target diff: 36 files, +2979/-230 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 179 open ancestors, 10 open descendants; base=main | file overlap: 36 paths overlap 543 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
872,V4.9.842 — Workflow action technical policies (Phase 7 Prompt 32),true,main,cursor/workflow-action-policies-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,85ea0c83106c202bcfba762ba7a96842bd93675f,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,4,46,cross-cutting,true,true,false,false,NON_EMPTY,871,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/4 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=4, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (46 paths) | GitHub target diff: 46 files, +4280/-231 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 180 open ancestors, 9 open descendants; base=main | file overlap: 46 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
873,V4.9.843 — Task Automation → Workflow Runtime Bridge (Phase 7 Prompt 33),true,main,cursor/task-automation-workflow-bridge-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,ed31381a14c6335258a393d5cc129371e3ceef58,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,5,61,cross-cutting,true,true,false,false,NON_EMPTY,872,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/5 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=5, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (61 paths) | GitHub target diff: 61 files, +5584/-260 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 181 open ancestors, 8 open descendants; base=main | file overlap: 61 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
874,V4.9.844 — Workflow email.send Action Adapter (Phase 8 Prompt 34),true,main,cursor/email-send-adapter-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,6b3416370d7c5df7fa1606c0cbda8745cb2a8f47,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,6,68,cross-cutting,true,true,false,false,NON_EMPTY,873,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/6 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=6, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (68 paths) | GitHub target diff: 68 files, +7007/-260 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 182 open ancestors, 7 open descendants; base=main | file overlap: 68 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
875,V4.9.845 — Workflow WhatsApp Action Adapters (Phase 8 Prompt 35),true,main,cursor/whatsapp-workflow-actions-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,4cfdeb06b81766826661184aac4570c3509e780a,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,7,78,cross-cutting,true,true,false,false,NON_EMPTY,874,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/7 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=7, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (78 paths) | GitHub target diff: 78 files, +9002/-260 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 183 open ancestors, 6 open descendants; base=main | file overlap: 78 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
876,"feat(workflows): production sms.send action adapter (Phase 8, Prompt 36)",true,main,cursor/sms-send-adapter-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,ef322c0ad600fb41003a713bf6752a014e19f81d,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,8,97,cross-cutting,true,true,false,false,NON_EMPTY,875,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/8 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=8, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (97 paths) | GitHub target diff: 97 files, +11317/-260 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 184 open ancestors, 5 open descendants; base=main | file overlap: 97 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
877,"feat(workflows): production voice.call.start via Voice Orchestrator (Phase 8, Prompt 37)",true,main,cursor/voice-call-start-adapter-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,ad90706d8fd6a467016b8de3a1c0f3d598ecec81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,9,106,cross-cutting,true,true,false,false,NON_EMPTY,876,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/9 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=9, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (106 paths) | GitHub target diff: 106 files, +13051/-272 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 185 open ancestors, 4 open descendants; base=main | file overlap: 106 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
878,"feat(workflows): governed AI communication pipeline (Phase 8, Prompt 38)",true,main,cursor/workflow-ai-communication-pipeline-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,ed2f5fa4ca76b267ee27d1877462a7beca318102,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,10,115,cross-cutting,true,true,false,false,NON_EMPTY,877,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/10 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=10, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (115 paths) | GitHub target diff: 115 files, +14321/-272 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 186 open ancestors, 3 open descendants; base=main | file overlap: 115 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
879,V4.9.849 — Central Workflow Communication Policy Engine (Phase 9 Prompt 39),true,main,cursor/workflow-communication-policy-engine-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,5aacd210d9860e2e03cf7cfabd0e1541b8c7f459,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,11,125,cross-cutting,true,true,false,false,NON_EMPTY,878,881,CONFLICTING,FAILURE,STACKED,HIGH,"commit reachability: 0/11 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=11, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (125 paths) | GitHub target diff: 125 files, +15504/-272 | GitHub mergeability: CONFLICTING/DIRTY | branch ancestry: 187 open ancestors, 2 open descendants; base=main | file overlap: 125 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
880,V4.9.850 — Workflow Risk Classification Registry & Calculator (Phase 9 Prompt 40),true,main,cursor/workflow-risk-classification-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,678a9eb7c710389429ccf7a1f2824fdec5e9cfc0,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,12,137,cross-cutting,true,true,false,false,NON_EMPTY,879,881,UNKNOWN,FAILURE,STACKED,HIGH,"commit reachability: 0/12 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=12, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (137 paths) | GitHub target diff: 137 files, +16754/-274 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 188 open ancestors, 1 open descendants; base=main | file overlap: 137 paths overlap 559 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
881,V4.9.851 — Workflow Granular Permissions (Phase 9 Prompt 41),true,main,cursor/workflow-granular-permissions-2a81,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,bb9d0c1e15bc9328e3eccfffbdca40b2e5c81ce3,1d0f2caebe56aa1ecd23295aa33d20e953daa95d,13,154,cross-cutting,true,true,false,false,NON_EMPTY,880,881,UNKNOWN,FAILURE,CUMULATIVE_STACK_TIP,HIGH,"commit reachability: 0/13 PR commits reachable from origin/main | patch equivalence: GIT_CHERRY_HAS_UNMATCHED_PATCHES; git cherry equivalent=0, unmatched=13, unrepresented=0 | three-dot diff origin/main...head: NON_EMPTY (154 paths) | GitHub target diff: 154 files, +17708/-382 | GitHub mergeability: UNKNOWN/UNKNOWN | branch ancestry: 189 open ancestors, 0 open descendants; base=main | file overlap: 144 paths overlap 571 open PRs","Phase 2: review the cumulative stack tip first, then evaluate ancestors without treating ancestry as duplication."
