pr,classification,reason,evidence,replacement_commit_or_pr,confidence
662,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1670 | current head/base unchanged from Phase 1: 5120dee902a276031544e7ac76072122092d6946 / 6a951b78303fb28a2d64fbefb8a8752d538d7631,"[""5120dee902a276031544e7ac76072122092d6946""]",HIGH
663,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1661 | current head/base unchanged from Phase 1: 1c02fad9ffe20aa28c2e70104de0a3ccd6e36eaf / 5120dee902a276031544e7ac76072122092d6946,"[""1c02fad9ffe20aa28c2e70104de0a3ccd6e36eaf""]",HIGH
664,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1629 | current head/base unchanged from Phase 1: 8a14cad252c89031d2290750e47726018359fb6e / 1c02fad9ffe20aa28c2e70104de0a3ccd6e36eaf,"[""8a14cad252c89031d2290750e47726018359fb6e""]",HIGH
665,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1612 | current head/base unchanged from Phase 1: ff1a47ab564ea8c66cf8236b69d005c2d1405fe1 / 8a14cad252c89031d2290750e47726018359fb6e,"[""ff1a47ab564ea8c66cf8236b69d005c2d1405fe1""]",HIGH
666,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1599 | current head/base unchanged from Phase 1: 01e8df5947d959daa0b1a77f6ff36c0b84791c3e / ff1a47ab564ea8c66cf8236b69d005c2d1405fe1,"[""01e8df5947d959daa0b1a77f6ff36c0b84791c3e""]",HIGH
687,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1265 | current head/base unchanged from Phase 1: 132ca9c29302cf08f89c284eefa3700cd1149a1c / 957b47325fbd231d4d2d84a0a00b865b0f151b01,"[""132ca9c29302cf08f89c284eefa3700cd1149a1c""]",HIGH
688,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1143 | current head/base unchanged from Phase 1: 0e4c9eb2b903d2292906257a692b897732d69d98 / 9983ecd745799f6e41625dc0b9265ff6a6c83821,"[""0e4c9eb2b903d2292906257a692b897732d69d98""]",HIGH
689,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=1126 | current head/base unchanged from Phase 1: f4476c1ceb32cb2cceab8217e2141ca672d81188 / 0e4c9eb2b903d2292906257a692b897732d69d98,"[""f4476c1ceb32cb2cceab8217e2141ca672d81188""]",HIGH
886,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=582 | current head/base unchanged from Phase 1: 4b47d99feafc298311642e06b8763cfb5dea6fec / f371eed43595e5c25b19692c8903532500ab2495,"[""4b47d99feafc298311642e06b8763cfb5dea6fec""]",HIGH
887,SAFE_TO_CLOSE_ALREADY_IN_MAIN,1/1 API-listed commits reachable from current origin/main,1/1 API-listed commits reachable from current origin/main | 0/0 non-reachable commits have exact stable patch-id matches | origin/main...head paths=0; two-tree paths=577 | current head/base unchanged from Phase 1: 5293b0d6eb268115d8da50a167ba47edfe49d1cc / 4b47d99feafc298311642e06b8763cfb5dea6fec,"[""5293b0d6eb268115d8da50a167ba47edfe49d1cc""]",HIGH
